trip_id,timestamp,date,hour,day_of_week,is_weekend,is_peak_hour,zone,zone_tier,vehicle_type,weather,distance_km,duration_min,demand_score,surge_multiplier,base_fare_usd,final_fare_usd,operating_cost_usd,driver_earnings_usd,driver_net_usd,platform_commission,passenger_rating
T02403,2024-01-16T05:00:43Z,2024-01-16,10,Tue,FALSE,FALSE,Downtown,1,Non-EV,Clear,5.73,21.8,45.3,2.02,9.75,19.69,1.61,18.08,14.14,3.94,4
T02404,2024-01-21T06:03:00Z,2024-01-21,11,Sun,TRUE,FALSE,Midtown,2,EV,Clear,6.08,22.6,15.7,1.38,10.94,15.1,0.73,14.37,11.35,3.02,5
T02405,2024-01-19T13:46:26Z,2024-01-19,19,Fri,FALSE,TRUE,Downtown,1,Non-EV,Clear,5.4,18.3,71,2.23,9.18,20.47,1.51,18.96,14.87,4.09,3.7
T02406,2024-01-29T22:24:19Z,2024-01-29,3,Tue,FALSE,FALSE,Suburb_North,3,Non-EV,Foggy,9.13,29.4,21.7,1.35,15.51,20.94,2.56,18.38,14.19,4.19,4.9
T02407,2024-01-20T04:59:34Z,2024-01-20,10,Sat,TRUE,FALSE,Airport,1,Non-EV,Clear,12.12,43.4,52.2,2.14,20.6,44.08,3.39,40.69,31.87,8.82,4.2
T02408,2024-01-09T13:12:37Z,2024-01-09,18,Tue,FALSE,TRUE,Downtown,1,EV,Stormy,2.98,13.5,80.7,2.64,5.36,14.15,0.36,13.79,10.96,2.83,4.1
T02409,2024-01-25T01:26:16Z,2024-01-25,6,Thu,FALSE,FALSE,Downtown,1,Non-EV,Clear,4.9,21.4,43.6,1.76,8.34,14.67,1.37,13.3,10.37,2.93,3.9
T02410,2024-01-24T00:44:34Z,2024-01-24,6,Wed,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,10.74,32.6,8.4,1.28,18.25,23.36,3.01,20.35,15.68,4.67,4.3
T02411,2024-01-25T12:16:36Z,2024-01-25,17,Thu,FALSE,TRUE,Downtown,1,Non-EV,Foggy,6.56,26.3,72.5,2.57,11.14,28.64,1.84,26.8,21.07,5.73,4.9
T02412,2024-01-17T11:29:56Z,2024-01-17,16,Wed,FALSE,FALSE,Midtown,2,EV,Clear,6.08,20.7,21.3,1.5,10.94,16.42,0.73,15.69,12.41,3.28,4.1
T02413,2023-12-31T23:57:12Z,2023-12-31,5,Mon,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,7.29,19.1,26.3,1.39,12.39,17.23,2.04,15.19,11.74,3.45,4.6
T02414,2024-01-14T17:23:47Z,2024-01-14,22,Sun,TRUE,FALSE,Downtown,1,Non-EV,Clear,9.94,36,59.9,2.32,16.9,39.21,2.78,36.43,28.59,7.84,4.9
T02415,2024-01-29T12:15:48Z,2024-01-29,17,Mon,FALSE,TRUE,Midtown,2,Non-EV,Clear,5.45,22.5,51.6,1.95,9.27,18.08,1.53,16.55,12.93,3.62,4.4
T02416,2024-01-23T17:06:21Z,2024-01-23,22,Tue,FALSE,FALSE,Downtown,1,EV,Rainy,5.62,21.6,44.9,2.12,10.12,21.45,0.67,20.78,16.49,4.29,4.6
T02417,2024-01-21T01:04:48Z,2024-01-21,6,Sun,TRUE,FALSE,Airport,1,Non-EV,Rainy,17.4,55.7,56.6,2.05,29.58,60.65,4.87,55.78,43.65,12.13,4.5
T02418,2024-01-25T20:39:21Z,2024-01-25,2,Fri,FALSE,FALSE,Downtown,1,EV,Clear,6.67,26.5,40.9,1.79,12.01,21.5,0.8,20.7,16.4,4.3,4.2
T02419,2024-01-09T07:08:09Z,2024-01-09,12,Tue,FALSE,FALSE,Suburb_North,3,EV,Clear,11.19,37,15.8,1.32,20.14,26.59,1.34,25.25,19.93,5.32,3.9
T02420,2024-01-10T02:04:58Z,2024-01-10,7,Wed,FALSE,TRUE,Suburb_North,3,Non-EV,Rainy,6.25,22.4,31,1.64,10.63,17.43,1.75,15.68,12.19,3.49,4.7
T02421,2024-01-04T17:54:14Z,2024-01-04,23,Thu,FALSE,FALSE,Midtown,2,EV,Foggy,6.12,18.7,26.9,1.47,11.01,16.18,0.73,15.45,12.21,3.24,4.7
T02422,2024-01-18T15:34:18Z,2024-01-18,21,Thu,FALSE,FALSE,Airport,1,EV,Clear,18.54,61.1,32.7,1.7,33.38,56.74,2.23,54.51,43.16,11.35,4.8
T02423,2024-01-25T06:56:40Z,2024-01-25,12,Thu,FALSE,FALSE,Downtown,1,Non-EV,Rainy,2.66,3,56.2,2.06,4.51,9.3,0.74,8.56,6.7,1.86,3.6
T02424,2024-01-23T23:19:58Z,2024-01-23,4,Wed,FALSE,FALSE,Suburb_South,3,Non-EV,Stormy,7.62,28,27.8,1.55,12.95,20.08,2.13,17.95,13.93,4.02,3.7
T02425,2024-01-19T15:04:39Z,2024-01-19,20,Fri,FALSE,TRUE,Suburb_South,3,EV,Stormy,6.56,31.4,46.1,1.91,11.8,22.55,0.79,21.76,17.25,4.51,4.4
T02426,2024-01-03T23:21:17Z,2024-01-03,4,Thu,FALSE,FALSE,Airport,1,Non-EV,Clear,15.51,51.3,24.3,1.5,26.37,39.55,4.34,35.21,27.3,7.91,4.5
T02427,2024-01-26T13:20:31Z,2024-01-26,18,Fri,FALSE,TRUE,Downtown,1,EV,Clear,4.4,27.9,50.2,2.09,7.91,16.54,0.53,16.01,12.7,3.31,4.5
T02428,2024-01-28T14:22:38Z,2024-01-28,19,Sun,TRUE,TRUE,Midtown,2,Non-EV,Rainy,8.91,35.1,69.5,2.38,15.15,36.06,2.5,33.56,26.35,7.21,4.3
T02429,2024-01-15T01:11:07Z,2024-01-15,6,Mon,FALSE,FALSE,Airport,1,Non-EV,Rainy,15.88,60.4,42.5,1.72,26.99,46.42,4.45,41.97,32.69,9.28,5
T02430,2024-01-06T03:00:55Z,2024-01-06,8,Sat,TRUE,TRUE,Airport,1,Non-EV,Clear,16,56.3,86.5,2.76,27.2,75.06,4.48,70.58,55.57,15.01,4.4
T02431,2024-01-12T21:14:13Z,2024-01-12,2,Sat,TRUE,FALSE,Suburb_South,3,Non-EV,Rainy,14.08,40.7,21.5,1.31,23.94,31.36,3.94,27.42,21.15,6.27,5
T02432,2024-01-29T23:35:09Z,2024-01-29,5,Tue,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,7.17,24.7,15.2,1.14,12.18,13.89,2.01,11.88,9.1,2.78,4.3
T02433,2024-01-30T09:30:00Z,2024-01-30,15,Tue,FALSE,FALSE,Suburb_North,3,EV,Rainy,9.67,30.9,1.9,1.09,17.4,18.97,1.16,17.81,14.02,3.79,3.7
T02434,2024-01-16T19:23:34Z,2024-01-16,0,Wed,FALSE,FALSE,Downtown,1,EV,Clear,1.63,3,49,2.09,2.93,6.12,0.2,5.92,4.7,1.22,4.2
T02435,2024-01-01T09:31:49Z,2024-01-01,15,Mon,FALSE,FALSE,Airport,1,EV,Rainy,20.43,69.6,44.6,2.05,36.78,75.4,2.45,72.95,57.87,15.08,3.7
T02436,2024-01-09T05:27:13Z,2024-01-09,10,Tue,FALSE,FALSE,Downtown,1,EV,Stormy,5.39,14.8,46.1,1.86,9.71,18.06,0.65,17.41,13.8,3.61,5
T02437,2024-01-20T07:59:24Z,2024-01-20,13,Sat,TRUE,FALSE,Downtown,1,Non-EV,Rainy,6.37,14.3,59.7,2.2,10.84,23.84,1.78,22.06,17.29,4.77,3.5
T02438,2024-01-28T14:35:24Z,2024-01-28,20,Sun,TRUE,TRUE,Airport,1,EV,Clear,17.32,54.5,80.4,2.68,31.17,83.54,2.08,81.46,64.75,16.71,4.7
T02439,2024-01-20T06:21:52Z,2024-01-20,11,Sat,TRUE,FALSE,Downtown,1,EV,Clear,1,5.2,41.4,2.09,1.8,3.76,0.12,3.64,2.89,0.75,4.4
T02440,2024-01-17T01:03:09Z,2024-01-17,6,Wed,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,10.38,35.3,19.5,1.48,17.64,26.11,2.91,23.2,17.98,5.22,5
T02441,2024-01-20T20:34:56Z,2024-01-20,2,Sun,TRUE,FALSE,Downtown,1,Non-EV,Clear,8.47,38.9,43.1,1.66,14.4,23.91,2.37,21.54,16.76,4.78,4.4
T02442,2024-01-29T10:25:03Z,2024-01-29,15,Mon,FALSE,FALSE,Suburb_South,3,Non-EV,Stormy,7.87,31.3,17.9,1.49,13.38,19.94,2.2,17.74,13.75,3.99,4.9
T02443,2024-01-22T02:52:13Z,2024-01-22,8,Mon,FALSE,TRUE,Airport,1,Non-EV,Stormy,19.84,67.9,85.3,2.73,33.72,92.06,5.55,86.51,68.1,18.41,3.5
T02444,2024-01-10T23:12:25Z,2024-01-10,4,Thu,FALSE,FALSE,Downtown,1,EV,Clear,1.91,10.4,40.1,1.95,3.43,6.69,0.23,6.46,5.12,1.34,4.5
T02445,2024-01-12T12:06:17Z,2024-01-12,17,Fri,FALSE,TRUE,Suburb_South,3,Non-EV,Rainy,10.67,40.3,33.1,1.68,18.15,30.48,2.99,27.49,21.39,6.1,4.4
T02446,2024-01-09T19:12:40Z,2024-01-09,0,Wed,FALSE,FALSE,Downtown,1,Non-EV,Clear,2.62,8.3,48.4,2.14,4.45,9.52,0.73,8.79,6.89,1.9,5
T02447,2024-01-27T02:50:25Z,2024-01-27,8,Sat,TRUE,TRUE,Downtown,1,EV,Rainy,3.16,9.7,80.2,2.6,5.69,14.8,0.38,14.42,11.46,2.96,5
T02448,2024-01-13T04:24:18Z,2024-01-13,9,Sat,TRUE,TRUE,Downtown,1,EV,Rainy,2.88,15.4,84.8,2.82,5.18,14.6,0.35,14.25,11.33,2.92,4.8
T02449,2023-12-31T23:34:55Z,2023-12-31,5,Mon,FALSE,FALSE,Downtown,1,EV,Clear,5.42,19.5,32,1.71,9.75,16.68,0.65,16.03,12.69,3.34,4.6
T02450,2024-01-03T05:14:11Z,2024-01-03,10,Wed,FALSE,FALSE,Midtown,2,EV,Rainy,6.09,19.8,23.3,1.7,10.96,18.64,0.73,17.91,14.18,3.73,4.2
T02451,2024-01-07T01:52:38Z,2024-01-07,7,Sun,TRUE,TRUE,Midtown,2,EV,Foggy,5.52,29.2,65.2,2.25,9.94,22.37,0.66,21.71,17.24,4.47,3.8
T02452,2024-01-20T21:20:04Z,2024-01-20,2,Sun,TRUE,FALSE,Midtown,2,EV,Rainy,2.37,11.5,30.6,1.6,4.27,6.84,0.28,6.56,5.19,1.37,4.4
T02453,2024-01-14T08:21:27Z,2024-01-14,13,Sun,TRUE,FALSE,Suburb_North,3,Non-EV,Rainy,8.29,31.1,32.2,1.41,14.09,19.87,2.32,17.55,13.58,3.97,3.5
T02454,2024-01-13T14:39:15Z,2024-01-13,20,Sat,TRUE,TRUE,Airport,1,Non-EV,Clear,18.85,66.2,77.1,2.7,32.04,86.52,5.28,81.24,63.94,17.3,3.9
T02455,2024-01-17T17:10:28Z,2024-01-17,22,Wed,FALSE,FALSE,Airport,1,EV,Clear,21.52,70,36.5,1.71,38.74,66.24,2.58,63.66,50.41,13.25,3.5
T02456,2024-01-02T03:57:40Z,2024-01-02,9,Tue,FALSE,TRUE,Airport,1,Non-EV,Clear,20.65,62,63.7,2.5,35.11,87.78,5.78,82,64.44,17.56,3.8
T02457,2024-01-20T12:07:09Z,2024-01-20,17,Sat,TRUE,TRUE,Suburb_South,3,EV,Rainy,9.76,38.4,60.8,2.15,17.57,37.77,1.17,36.6,29.05,7.55,4.5
T02458,2024-01-21T21:11:13Z,2024-01-21,2,Mon,FALSE,FALSE,Midtown,2,Non-EV,Clear,7.15,21.7,21.5,1.56,12.15,18.95,2,16.95,13.16,3.79,4.8
T02459,2024-01-22T22:21:47Z,2024-01-22,3,Tue,FALSE,FALSE,Midtown,2,EV,Clear,5.57,19,15.6,1.34,10.03,13.45,0.67,12.78,10.09,2.69,4.1
T02460,2024-01-17T09:49:54Z,2024-01-17,15,Wed,FALSE,FALSE,Suburb_North,3,EV,Clear,6.81,21.9,20,1.56,12.26,19.13,0.82,18.31,14.48,3.83,4.4
T02461,2024-01-02T17:48:42Z,2024-01-02,23,Tue,FALSE,FALSE,Suburb_South,3,Non-EV,Foggy,9.29,31.4,14.9,1.3,15.79,20.53,2.6,17.93,13.82,4.11,4.5
T02462,2024-01-17T22:39:41Z,2024-01-17,4,Thu,FALSE,FALSE,Suburb_South,3,Non-EV,Rainy,6.45,17.9,18.7,1.49,10.97,16.34,1.81,14.53,11.26,3.27,4.8
T02463,2024-01-15T20:42:11Z,2024-01-15,2,Tue,FALSE,FALSE,Airport,1,Non-EV,Clear,17.68,59.2,39.7,1.89,30.06,56.81,4.95,51.86,40.5,11.36,4.5
T02464,2024-01-14T10:03:20Z,2024-01-14,15,Sun,TRUE,FALSE,Airport,1,EV,Stormy,22.43,72.3,54.4,2.15,40.38,86.81,2.69,84.12,66.76,17.36,4.3
T02465,2024-01-21T18:26:29Z,2024-01-21,23,Sun,TRUE,FALSE,Airport,1,EV,Rainy,14.95,44.1,52.8,2.18,26.91,58.67,1.79,56.88,45.15,11.73,4.1
T02466,2024-01-13T00:21:04Z,2024-01-13,5,Sat,TRUE,FALSE,Airport,1,EV,Clear,16.01,52.9,50.1,1.95,28.82,56.21,1.92,54.29,43.05,11.24,3.4
T02467,2024-01-27T23:59:51Z,2024-01-27,5,Sun,TRUE,FALSE,Airport,1,Non-EV,Stormy,19.24,65.9,66.8,2.31,32.7,75.55,5.39,70.16,55.05,15.11,4
T02468,2024-01-07T17:12:01Z,2024-01-07,22,Sun,TRUE,FALSE,Airport,1,EV,Foggy,20.03,61.1,59.2,2.08,36.06,74.99,2.4,72.59,57.59,15,4.7
T02469,2024-01-14T09:56:55Z,2024-01-14,15,Sun,TRUE,FALSE,Downtown,1,Non-EV,Stormy,1.64,13,61.7,2.34,2.79,6.53,0.46,6.07,4.76,1.31,4
T02470,2024-01-24T12:03:09Z,2024-01-24,17,Wed,FALSE,TRUE,Airport,1,Non-EV,Foggy,19.92,69.3,66.4,2.32,33.86,78.56,5.58,72.98,57.27,15.71,4.1
T02471,2024-01-29T02:58:34Z,2024-01-29,8,Mon,FALSE,TRUE,Downtown,1,Non-EV,Clear,5.32,20.5,66.2,2.23,9.05,20.17,1.49,18.68,14.65,4.03,4.2
T02472,2024-01-24T02:26:02Z,2024-01-24,7,Wed,FALSE,TRUE,Suburb_South,3,Non-EV,Clear,10.1,36.9,51.2,1.91,17.18,32.81,2.83,29.98,23.42,6.56,3.6
T02473,2024-01-12T10:41:23Z,2024-01-12,16,Fri,FALSE,FALSE,Suburb_North,3,EV,Clear,10.31,28.4,9.4,1.13,18.56,20.97,1.24,19.73,15.54,4.19,4.6
T02474,2024-01-26T10:53:04Z,2024-01-26,16,Fri,FALSE,FALSE,Airport,1,EV,Rainy,20.48,68,51.2,2.12,36.86,78.15,2.46,75.69,60.06,15.63,3.5
T02475,2024-01-15T04:10:23Z,2024-01-15,9,Mon,FALSE,TRUE,Airport,1,Non-EV,Rainy,15.89,49,67,2.38,27.01,64.27,4.45,59.82,46.97,12.85,4.7
T02476,2024-01-05T04:06:24Z,2024-01-05,9,Fri,FALSE,TRUE,Downtown,1,EV,Clear,8.14,26.4,67.6,2.42,14.65,35.46,0.98,34.48,27.39,7.09,4.4
T02477,2024-01-17T16:19:24Z,2024-01-17,21,Wed,FALSE,FALSE,Airport,1,Non-EV,Clear,19.65,60.5,38.6,1.83,33.4,61.12,5.5,55.62,43.4,12.22,4.3
T02478,2024-01-05T13:36:28Z,2024-01-05,19,Fri,FALSE,TRUE,Downtown,1,Non-EV,Clear,6.67,24.5,68.8,2.55,11.34,28.91,1.87,27.04,21.26,5.78,4.8
T02479,2024-01-10T00:02:37Z,2024-01-10,5,Wed,FALSE,FALSE,Suburb_South,3,EV,Clear,10.6,33.9,23.5,1.5,19.09,28.63,1.27,27.36,21.63,5.73,4.8
T02480,2024-01-24T11:20:13Z,2024-01-24,16,Wed,FALSE,FALSE,Suburb_South,3,EV,Stormy,8.72,24.8,28.9,1.49,15.7,23.39,1.05,22.34,17.66,4.68,4.2
T02481,2024-01-23T15:50:56Z,2024-01-23,21,Tue,FALSE,FALSE,Downtown,1,Non-EV,Stormy,3.82,9.3,50.3,1.94,6.49,12.6,1.07,11.53,9.01,2.52,4.3
T02482,2024-01-25T23:51:34Z,2024-01-25,5,Fri,FALSE,FALSE,Downtown,1,Non-EV,Clear,6.82,21.6,49.1,1.95,11.6,22.62,1.91,20.71,16.19,4.52,4.3
T02483,2024-01-03T10:42:48Z,2024-01-03,16,Wed,FALSE,FALSE,Suburb_South,3,EV,Stormy,7.23,30.2,35.7,1.6,13.01,20.82,0.87,19.95,15.79,4.16,4.2
T02484,2024-01-10T10:36:53Z,2024-01-10,16,Wed,FALSE,FALSE,Downtown,1,Non-EV,Clear,4.55,17.1,56.5,1.97,7.74,15.25,1.27,13.98,10.93,3.05,3.4
T02485,2024-01-15T16:52:43Z,2024-01-15,22,Mon,FALSE,FALSE,Airport,1,EV,Rainy,19.15,55.4,52.5,2.16,34.47,74.46,2.3,72.16,57.27,14.89,2.9
T02486,2024-01-06T08:33:26Z,2024-01-06,14,Sat,TRUE,FALSE,Midtown,2,Non-EV,Rainy,4.9,22,32.7,1.73,8.33,14.41,1.37,13.04,10.16,2.88,4.1
T02487,2024-01-09T14:28:34Z,2024-01-09,19,Tue,FALSE,TRUE,Midtown,2,EV,Foggy,10.87,34.5,59.5,2.28,19.57,44.62,1.3,43.32,34.4,8.92,3.6
T02488,2024-01-19T10:27:25Z,2024-01-19,15,Fri,FALSE,FALSE,Airport,1,EV,Rainy,17.01,48.9,60.1,2.18,30.62,66.75,2.04,64.71,51.36,13.35,3.2
T02489,2024-01-09T12:51:28Z,2024-01-09,18,Tue,FALSE,TRUE,Downtown,1,EV,Clear,8.57,32.4,70.9,2.26,15.43,34.88,1.03,33.85,26.87,6.98,3.5
T02490,2024-01-04T00:59:22Z,2024-01-04,6,Thu,FALSE,FALSE,Suburb_South,3,EV,Clear,9.77,37.7,9.8,1.15,17.58,20.22,1.17,19.05,15.01,4.04,4.7
T02491,2024-01-27T00:39:43Z,2024-01-27,6,Sat,TRUE,FALSE,Suburb_North,3,Non-EV,Clear,8.94,30.2,37.2,1.67,15.21,25.39,2.5,22.89,17.81,5.08,4.8
T02492,2024-01-21T13:00:34Z,2024-01-21,18,Sun,TRUE,TRUE,Airport,1,Non-EV,Clear,13.83,52.2,97.4,3,23.52,70.55,3.87,66.68,52.57,14.11,4.4
T02493,2024-01-26T09:07:41Z,2024-01-26,14,Fri,FALSE,FALSE,Downtown,1,Non-EV,Foggy,1.17,4.2,45.1,1.92,1.98,3.8,0.33,3.47,2.71,0.76,4.4
T02494,2024-01-29T09:19:25Z,2024-01-29,14,Mon,FALSE,FALSE,Suburb_South,3,EV,Clear,10.79,34.4,9.4,1.12,19.43,21.76,1.3,20.46,16.11,4.35,5
T02495,2024-01-29T02:53:11Z,2024-01-29,8,Mon,FALSE,TRUE,Downtown,1,Non-EV,Foggy,5.1,21,55.2,2.08,8.67,18.03,1.43,16.6,12.99,3.61,4.7
T02496,2024-01-01T08:53:46Z,2024-01-01,14,Mon,FALSE,FALSE,Airport,1,EV,Foggy,11.83,25.9,40.2,1.63,21.29,34.7,1.42,33.28,26.34,6.94,4.4
T02497,2024-01-12T15:35:49Z,2024-01-12,21,Fri,FALSE,FALSE,Downtown,1,Non-EV,Clear,3.69,12.3,57.5,2.2,6.28,13.81,1.03,12.78,10.02,2.76,4
T02498,2024-01-08T16:58:02Z,2024-01-08,22,Mon,FALSE,FALSE,Downtown,1,Non-EV,Rainy,3.3,17.7,49.9,2.01,5.61,11.27,0.92,10.35,8.1,2.25,4.3
T02499,2024-01-16T03:48:17Z,2024-01-16,9,Tue,FALSE,TRUE,Airport,1,Non-EV,Clear,14.93,47.9,67.5,2.42,25.38,61.42,4.18,57.24,44.96,12.28,4.8
T02500,2024-01-23T14:42:14Z,2024-01-23,20,Tue,FALSE,TRUE,Suburb_North,3,EV,Rainy,9.36,43.5,38.5,1.88,16.85,31.67,1.12,30.55,24.22,6.33,4.5
T02501,2024-01-02T13:58:27Z,2024-01-02,19,Tue,FALSE,TRUE,Midtown,2,Non-EV,Stormy,4.98,27,57.9,2.44,8.46,20.64,1.39,19.25,15.12,4.13,4.7
T02502,2024-01-28T18:15:46Z,2024-01-28,23,Sun,TRUE,FALSE,Downtown,1,Non-EV,Rainy,2.18,12,48.2,2.16,3.7,8,0.61,7.39,5.79,1.6,4.4
T02503,2024-01-11T05:44:16Z,2024-01-11,11,Thu,FALSE,FALSE,Airport,1,Non-EV,Stormy,21.84,70.6,67,2.27,37.12,84.27,6.11,78.16,61.31,16.85,4.9
T02504,2024-01-13T02:59:39Z,2024-01-13,8,Sat,TRUE,TRUE,Airport,1,Non-EV,Foggy,18.56,64.1,91.2,2.75,31.55,86.77,5.2,81.57,64.22,17.35,4.4
T02505,2024-01-29T14:31:30Z,2024-01-29,20,Mon,FALSE,TRUE,Airport,1,Non-EV,Stormy,12.83,40.2,86.3,2.67,21.8,58.21,3.59,54.62,42.98,11.64,4.1
T02506,2024-01-16T16:52:20Z,2024-01-16,22,Tue,FALSE,FALSE,Downtown,1,Non-EV,Clear,7.06,22.8,33.5,1.52,12.01,18.25,1.98,16.27,12.62,3.65,3.9
T02507,2024-01-10T22:13:42Z,2024-01-10,3,Thu,FALSE,FALSE,Airport,1,Non-EV,Foggy,17.13,54.2,50.8,1.84,29.12,53.58,4.8,48.78,38.06,10.72,4.3
T02508,2024-01-19T16:38:35Z,2024-01-19,22,Fri,FALSE,FALSE,Midtown,2,EV,Rainy,7.99,22.3,13.6,1.28,14.39,18.42,0.96,17.46,13.78,3.68,4.8
T02509,2024-01-04T10:09:06Z,2024-01-04,15,Thu,FALSE,FALSE,Midtown,2,Non-EV,Clear,6.9,20.3,12.8,1.24,11.73,14.55,1.93,12.62,9.71,2.91,4.8
T02510,2024-01-27T16:40:37Z,2024-01-27,22,Sat,TRUE,FALSE,Suburb_South,3,EV,Rainy,6.74,20.4,35.3,1.59,12.14,19.3,0.81,18.49,14.63,3.86,3.7
T02511,2024-01-16T06:31:48Z,2024-01-16,12,Tue,FALSE,FALSE,Suburb_South,3,Non-EV,Foggy,10.77,38.2,20.3,1.26,18.31,23.07,3.02,20.05,15.44,4.61,3.2
T02512,2024-01-25T01:18:53Z,2024-01-25,6,Thu,FALSE,FALSE,Airport,1,Non-EV,Stormy,17.58,51.4,37.4,1.74,29.88,52,4.92,47.08,36.68,10.4,4.1
T02513,2024-01-27T13:58:09Z,2024-01-27,19,Sat,TRUE,TRUE,Downtown,1,Non-EV,Clear,1.86,10.6,76.6,2.45,3.17,7.76,0.52,7.24,5.69,1.55,5
T02514,2024-01-12T03:47:37Z,2024-01-12,9,Fri,FALSE,TRUE,Suburb_North,3,Non-EV,Clear,7.97,31.5,45.5,1.83,13.55,24.79,2.23,22.56,17.6,4.96,4.6
T02515,2024-01-02T11:44:45Z,2024-01-02,17,Tue,FALSE,TRUE,Airport,1,EV,Rainy,17.65,58.6,72.5,2.4,31.77,76.24,2.12,74.12,58.87,15.25,4.5
T02516,2024-01-11T03:25:37Z,2024-01-11,8,Thu,FALSE,TRUE,Airport,1,Non-EV,Clear,18.38,66,69.5,2.32,31.24,72.48,5.15,67.33,52.83,14.5,3.5
T02517,2024-01-12T18:22:05Z,2024-01-12,23,Fri,FALSE,FALSE,Midtown,2,Non-EV,Clear,3.52,18.4,27.1,1.56,5.99,9.34,0.99,8.35,6.48,1.87,4.7
T02518,2024-01-18T23:10:19Z,2024-01-18,4,Fri,FALSE,FALSE,Suburb_South,3,Non-EV,Foggy,10.37,33.7,22,1.53,17.63,26.98,2.9,24.08,18.68,5.4,4.6
T02519,2024-01-21T04:08:01Z,2024-01-21,9,Sun,TRUE,TRUE,Suburb_South,3,EV,Foggy,8.49,29.9,50.4,1.94,15.28,29.64,1.02,28.62,22.69,5.93,4.3
T02520,2024-01-06T23:29:51Z,2024-01-06,4,Sun,TRUE,FALSE,Downtown,1,Non-EV,Stormy,4.12,14.2,58.8,2.06,7.01,14.44,1.15,13.29,10.4,2.89,4.4
T02521,2024-01-30T01:13:34Z,2024-01-30,6,Tue,FALSE,FALSE,Midtown,2,EV,Rainy,2.15,8,25.8,1.58,3.87,6.12,0.26,5.86,4.64,1.22,4.4
T02522,2024-01-01T14:20:40Z,2024-01-01,19,Mon,FALSE,TRUE,Downtown,1,EV,Rainy,4.12,23,76.5,2.47,7.42,18.33,0.49,17.84,14.17,3.67,4.6
T02523,2024-01-08T20:14:08Z,2024-01-08,1,Tue,FALSE,FALSE,Airport,1,EV,Clear,18.77,58.7,47.4,2.14,33.78,72.3,2.25,70.05,55.59,14.46,5
T02524,2024-01-09T20:12:23Z,2024-01-09,1,Wed,FALSE,FALSE,Suburb_North,3,Non-EV,Stormy,7.56,24.2,27,1.66,12.86,21.35,2.12,19.23,14.96,4.27,4
T02525,2024-01-28T20:11:00Z,2024-01-28,1,Mon,FALSE,FALSE,Midtown,2,Non-EV,Clear,2.43,7.1,18.3,1.4,4.14,5.79,0.68,5.11,3.95,1.16,4
T02526,2024-01-18T23:00:15Z,2024-01-18,4,Fri,FALSE,FALSE,Midtown,2,Non-EV,Clear,7.8,20.5,13.1,1.31,13.27,17.38,2.19,15.19,11.71,3.48,4.7
T02527,2024-01-10T17:55:57Z,2024-01-10,23,Wed,FALSE,FALSE,Suburb_North,3,Non-EV,Clear,8.19,29.5,15.9,1.25,13.93,17.41,2.29,15.12,11.64,3.48,3.8
T02528,2024-01-17T13:27:22Z,2024-01-17,18,Wed,FALSE,TRUE,Downtown,1,Non-EV,Clear,3.62,15.6,56.5,2.09,6.16,12.88,1.01,11.87,9.29,2.58,5
T02529,2024-01-05T07:24:41Z,2024-01-05,12,Fri,FALSE,FALSE,Midtown,2,Non-EV,Clear,5.93,20.6,28.3,1.64,10.07,16.52,1.66,14.86,11.56,3.3,3.9
T02530,2024-01-14T11:50:00Z,2024-01-14,17,Sun,TRUE,TRUE,Airport,1,Non-EV,Clear,16.39,53.4,95.3,2.93,27.87,81.65,4.59,77.06,60.73,16.33,4.4
T02531,2024-01-04T14:53:43Z,2024-01-04,20,Thu,FALSE,TRUE,Suburb_North,3,EV,Rainy,11.71,42.4,59.1,2.26,21.08,47.64,1.41,46.23,36.7,9.53,3.7
T02532,2024-01-02T14:50:42Z,2024-01-02,20,Tue,FALSE,TRUE,Airport,1,Non-EV,Clear,15.77,57.9,60.2,2.09,26.81,56.02,4.42,51.6,40.4,11.2,3.9
T02533,2024-01-13T03:30:20Z,2024-01-13,9,Sat,TRUE,TRUE,Suburb_South,3,Non-EV,Rainy,8.46,36.8,58,2.08,14.38,29.92,2.37,27.55,21.57,5.98,4.6
T02534,2024-01-17T04:04:37Z,2024-01-17,9,Wed,FALSE,TRUE,Downtown,1,Non-EV,Rainy,1,4,72.1,2.33,1.7,3.96,0.28,3.68,2.89,0.79,4
T02535,2024-01-15T12:03:43Z,2024-01-15,17,Mon,FALSE,TRUE,Suburb_North,3,EV,Rainy,4.35,18.6,49.7,2.08,7.83,16.29,0.52,15.77,12.51,3.26,4.8
T02536,2024-01-18T22:03:50Z,2024-01-18,3,Fri,FALSE,FALSE,Airport,1,Non-EV,Rainy,20,58.5,47.4,1.89,34,64.26,5.6,58.66,45.81,12.85,4.4
T02537,2024-01-11T23:20:13Z,2024-01-11,4,Fri,FALSE,FALSE,Airport,1,Non-EV,Clear,20.85,59.7,44.3,1.83,35.44,64.86,5.84,59.02,46.05,12.97,5
T02538,2024-01-30T03:14:44Z,2024-01-30,8,Tue,FALSE,TRUE,Downtown,1,Non-EV,Clear,6.7,23.6,83.3,2.67,11.38,30.39,1.87,28.52,22.44,6.08,4.6
